Data Medicao,Dia do Mês,Dia da Semana,Mês,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)"
30/01/2011,30,1,1,"0,6","30,9","26,75","23,4","78,875",57
31/01/2011,31,2,1,8,"30,7","26,817","23,2","78,333",57
01/02/2011,1,3,2,"7,4","30,3","26,975","23,9","76,875",61
02/02/2011,2,4,2,0,"30,5","27,208","22,8",75,58
03/02/2011,3,5,2,"0,2","30,6","26,338","22,5","78,917",62
04/02/2011,4,6,2,"0,6","31,1","27,271",23,"73,083",54
05/02/2011,5,7,2,0,"31,1","27,108",23,"72,917",55
06/02/2011,6,1,2,0,"31,3","27,433",23,"72,333",53
07/02/2011,7,2,2,0,"30,8","28,042","26,3","67,875",54
08/02/2011,8,3,2,"0,4","31,2","27,638","25,4","69,042",52
09/02/2011,9,4,2,"2,4","31,4","27,142","23,3","74,875",49
10/02/2011,10,5,2,0,31,"27,633","24,4","73,625",57
11/02/2011,11,6,2,0,"31,4","27,688","23,6","72,75",53
12/02/2011,12,7,2,"0,2","31,8","27,629",24,"73,5",53
13/02/2011,13,1,2,"96,8","29,1","25,479","22,7","85,792",68
14/02/2011,14,2,2,50,"30,6","25,746","22,9","83,375",59
15/02/2011,15,3,2,"0,2","30,6","27,171","23,9","75,708",56
16/02/2011,16,4,2,"1,6","30,6","26,213","22,1","77,958",57
17/02/2011,17,5,2,"0,2","30,1","25,838","22,2","77,75",57
18/02/2011,18,6,2,"1,2","31,1","26,492","22,4","77,167",55
19/02/2011,19,7,2,"1,4","31,3","26,95","23,2","77,125",57
20/02/2011,20,1,2,"53,2","26,5","23,904","22,5","91,75",78
21/02/2011,21,2,2,20,"30,1","25,546","21,9","86,75",67
22/02/2011,22,3,2,11,"31,2","26,588","22,9","82,583",59
23/02/2011,23,4,2,2,"31,2","27,292","23,8","78,25",57
24/02/2011,24,5,2,0,"31,9","26,996","22,7","78,708",57
25/02/2011,25,6,2,"3,4","31,6","27,083","23,3","80,667",64
26/02/2011,26,7,2,"6,8","30,8","26,938","23,1","79,25",62
27/02/2011,27,1,2,"13,2","27,8","24,992","22,6","86,958",68
28/02/2011,28,2,2,"21,4","30,4","25,571","21,5","77,875",50
01/03/2011,1,3,3,0,"30,5","25,658","21,2","80,333",59
02/03/2011,2,4,3,"0,4","32,2","27,133",23,"74,542",51
03/03/2011,3,5,3,0,"31,4","26,546","21,8","79,5",55
04/03/2011,4,6,3,"2,4","31,3","27,104",23,"78,458",55
05/03/2011,5,7,3,24,"30,8","25,504","23,6","88,125",63
06/03/2011,6,1,3,12,31,"26,2","21,6","81,25",52
07/03/2011,7,2,3,"4,4","31,2","27,154","23,4","80,292",60
08/03/2011,8,3,3,"21,4","31,4","26,875",23,"81,208",62
09/03/2011,9,4,3,0,"30,7","27,43","24,2","78,478",65
10/03/2011,10,5,3,"3,2","31,5","27,375","23,9","80,833",61
11/03/2011,11,6,3,"6,6","31,5","27,483","24,1","77,542",54
12/03/2011,12,7,3,0,"31,2","27,933","25,4","69,625",52
13/03/2011,13,1,3,0,"31,6","26,667","21,8","73,542",45
14/03/2011,14,2,3,0,"32,4","26,696","21,7","76,292",47
15/03/2011,15,3,3,"1,2","32,2","26,729","22,7","79,625",57
16/03/2011,16,4,3,0,"32,2","27,267",23,"76,625",50
17/03/2011,17,5,3,0,"32,3","26,767","21,8","77,833",53
18/03/2011,18,6,3,0,"32,9","26,833","21,9","74,625",48
19/03/2011,19,7,3,0,"32,4","26,317","21,3","75,75",49
20/03/2011,20,1,3,0,"31,8","26,45","21,5","79,417",56
21/03/2011,21,2,3,0,"31,8","26,958","23,1","79,417",59
22/03/2011,22,3,3,0,32,"26,588","21,8","76,708",52
23/03/2011,23,4,3,0,"32,5","27,004",22,76,49
24/03/2011,24,5,3,"0,6","30,8","26,338","22,8","84,042",69
25/03/2011,25,6,3,"13,6","31,8","27,154",23,"77,958",55
26/03/2011,26,7,3,"1,8","32,1","27,371","23,1","77,542",58
27/03/2011,27,1,3,"10,4","31,8","26,867","23,8","81,667",59
28/03/2011,28,2,3,6,"31,2","26,996","23,4","81,208",59
29/03/2011,29,3,3,0,"31,6",null,"22,9","82,15",59
30/03/2011,30,4,3,null,"31,5","26,518","22,6","82,682",58
31/03/2011,31,5,3,"13,4","31,1","26,942","23,7","81,708",60
01/04/2011,1,6,4,0,"31,6","27,171","22,3","79,292",60
02/04/2011,2,7,4,1,"32,4","28,208","24,4","76,333",55
03/04/2011,3,1,4,0,"32,4","26,983","22,4","79,708",57
04/04/2011,4,2,4,"3,2","31,1","26,367","22,9","85,875",62
05/04/2011,5,3,4,"4,4","31,5","26,892","23,4","83,125",60
06/04/2011,6,4,4,"0,4","31,6","27,079","22,2","77,042",51
07/04/2011,7,5,4,0,"31,2","26,654","21,7","78,958",55
08/04/2011,8,6,4,"18,8","28,2","24,942","23,4","95,583",87
09/04/2011,9,7,4,"40,6",26,"24,2","23,3","97,375",91
10/04/2011,10,1,4,31,"27,7","24,85","21,9","92,167",82
11/04/2011,11,2,4,"31,2","29,3","25,325","23,6","90,042",68
12/04/2011,12,3,4,"68,6","26,6","24,542","23,4","94,292",88
13/04/2011,13,4,4,"13,2","30,7","26,208","23,1","83,208",58
14/04/2011,14,5,4,"1,6","30,5","26,254","23,5","82,292",63
15/04/2011,15,6,4,"14,4",31,"25,775","22,3","84,958",60
16/04/2011,16,7,4,"0,2","31,1","26,129","22,1","81,208",55
17/04/2011,17,1,4,"1,4","29,3","24,454","22,2","90,333",66
18/04/2011,18,2,4,83,"29,6","25,367","23,1","87,292",67
19/04/2011,19,3,4,84,26,"23,8","21,4","92,917",84
20/04/2011,20,4,4,"1,4","29,6","24,15","22,3","95,667",76
21/04/2011,21,5,4,78,29,"24,313","22,7","96,792",77
22/04/2011,22,6,4,"9,6","30,4","25,55",22,"89,042",66
23/04/2011,23,7,4,"20,8","30,7","26,296","23,7","84,208",60
24/04/2011,24,1,4,"2,8","30,4","25,767","23,3","84,75",62
25/04/2011,25,2,4,4,"29,3","25,567","22,3","84,25",67
26/04/2011,26,3,4,"1,2","30,3","25,917",23,"81,583",58
27/04/2011,27,4,4,0,"29,3","25,6","22,5","81,875",65
28/04/2011,28,5,4,0,"29,4","26,325","23,7","83,625",69
29/04/2011,29,6,4,"4,2","31,6","26,133","23,1","85,292",61
30/04/2011,30,7,4,"72,4","28,5","25,363","22,8","90,833",76
01/05/2011,1,1,5,77,"27,5","25,004","23,1","91,042",81
02/05/2011,2,2,5,"30,8","27,7","24,85","23,5","96,292",88
03/05/2011,3,3,5,"77,4",28,"25,292","24,3","98,125",85
04/05/2011,4,4,5,"57,8","28,2","25,238","24,1",98,90
05/05/2011,5,5,5,"82,6","29,7","26,383",24,"93,333",79
06/05/2011,6,6,5,2,"29,7","26,292","24,2","90,583",74
07/05/2011,7,7,5,1,"28,3","24,788","22,2","92,292",76
08/05/2011,8,1,5,"23,4","27,1","24,396","22,9","92,917",78
09/05/2011,9,2,5,"5,4","27,5","24,542","23,2","95,375",82
10/05/2011,10,3,5,30,"28,6","24,8","22,9","95,792",84
11/05/2011,11,4,5,"14,6","29,2","25,592","22,8","90,292",71
12/05/2011,12,5,5,"0,6","28,9","24,683",22,"87,042",63
13/05/2011,13,6,5,"0,4","30,3","24,925","20,5","85,875",66
14/05/2011,14,7,5,"0,6","28,2","24,358","22,7","93,833",78
15/05/2011,15,1,5,"4,8","28,3","24,383","22,9","94,208",75
16/05/2011,16,2,5,"0,2","28,5","24,821","21,9","93,125",79
17/05/2011,17,3,5,0,"30,9","26,108","23,1","90,292",67
18/05/2011,18,4,5,"18,8","29,9","25,679",23,"91,958",75
19/05/2011,19,5,5,7,"27,4","24,729","23,5","96,167",84
20/05/2011,20,6,5,"79,4","28,2","25,358","22,7","87,667",75
21/05/2011,21,7,5,"1,4","29,1","25,775",22,"79,125",60
22/05/2011,22,1,5,0,"30,1","25,567","22,4","84,542",66
23/05/2011,23,2,5,"5,4","29,6","24,917","23,2","92,542",71
24/05/2011,24,3,5,"71,6","29,9","25,65","23,1","90,625",70
25/05/2011,25,4,5,12,"29,3","25,596","23,1",92,74
26/05/2011,26,5,5,0,29,"25,283","22,1","87,125",67
27/05/2011,27,6,5,"2,4","29,5","25,246","22,3","86,667",67
28/05/2011,28,7,5,0,"29,5","25,688","22,9","85,958",66
29/05/2011,29,1,5,24,"28,5","24,975","23,4","91,292",72
30/05/2011,30,2,5,"41,6","29,3","25,229","22,9","92,5",76
31/05/2011,31,3,5,"5,4",29,"25,6","22,9","89,792",73
01/06/2011,1,4,6,6,"29,1","25,696","22,5","86,875",68
02/06/2011,2,5,6,"0,8","29,2","25,592","22,1","85,333",67
03/06/2011,3,6,6,"1,4","29,6","25,571","22,4","84,667",67
04/06/2011,4,7,6,"19,8","28,5","24,417","22,4","89,125",67
05/06/2011,5,1,6,0,"29,2","24,963","21,6","88,667",71
06/06/2011,6,2,6,0,29,"25,554","22,8","82,5",67
07/06/2011,7,3,6,1,"28,4","25,588","23,4","82,875",67
08/06/2011,8,4,6,"5,8","28,6","24,35","21,6","86,875",64
09/06/2011,9,5,6,"0,2","28,3","23,713","21,1","91,917",71
10/06/2011,10,6,6,"3,2","29,7","25,425","21,7","88,167",70
11/06/2011,11,7,6,"0,4","29,2","25,275","22,5","91,25",74
12/06/2011,12,1,6,"17,8","28,5","25,046","22,6","86,25",68
13/06/2011,13,2,6,"0,2","28,4","23,804","19,6","80,875",56
14/06/2011,14,3,6,"0,2","28,7","23,596","18,7","85,708",66
15/06/2011,15,4,6,0,"28,5","24,738","21,9","81,417",62
16/06/2011,16,5,6,"6,6","27,3","23,721","22,3","94,083",80
17/06/2011,17,6,6,"65,2","28,6","24,471","22,6","94,333",75
18/06/2011,18,7,6,10,"28,8","25,254","22,7","90,625",75
19/06/2011,19,1,6,"12,4","28,6","24,908","22,9","89,042",66
20/06/2011,20,2,6,0,"28,9","24,579","21,3","86,458",62
21/06/2011,21,3,6,23,"25,9","23,55","22,5","98,083",93
22/06/2011,22,4,6,56,"28,2","24,158","21,7","93,917",77
23/06/2011,23,5,6,"1,6","28,5","24,438","23,1","96,292",80
24/06/2011,24,6,6,8,"27,8","24,071","21,8","87,083",67
25/06/2011,25,7,6,0,"28,4","23,879","20,7",90,71
26/06/2011,26,1,6,"18,2","28,4","24,017","21,6","92,042",75
27/06/2011,27,2,6,0,"29,1","24,288","20,3","91,083",71
28/06/2011,28,3,6,"0,2","29,8","25,538","22,5","88,917",69
29/06/2011,29,4,6,"13,8","26,7","23,688","22,1","96,042",88
30/06/2011,30,5,6,"12,4","28,3","24,388","21,6","88,792",67
01/07/2011,1,6,7,1,"28,7","24,408",20,"84,458",63
02/07/2011,2,7,7,"8,4",26,"23,471","21,5","94,125",80
03/07/2011,3,1,7,"26,4","27,6","23,554","21,7","90,5",69
04/07/2011,4,2,7,0,"28,2","23,754","20,1","88,792",71
05/07/2011,5,3,7,1,"25,7","23,429","22,4",96,90
06/07/2011,6,4,7,"25,4","28,4","24,546","22,4","90,75",73
07/07/2011,7,5,7,"2,6","29,3","24,833","22,2","90,375",70
08/07/2011,8,6,7,"4,8","27,3","24,004","21,8","92,458",76
09/07/2011,9,7,7,25,"28,6","24,425","21,6","88,125",68
10/07/2011,10,1,7,"7,8","28,5","24,725","21,6","87,125",69
11/07/2011,11,2,7,"17,2","26,7","24,142","22,2","92,875",75
12/07/2011,12,3,7,"4,2",25,"22,821","22,1","94,667",82
13/07/2011,13,4,7,"6,2",28,"23,875","20,6","85,625",65
14/07/2011,14,5,7,"11,6","27,6","23,596","21,4","84,542",59
15/07/2011,15,6,7,"0,2","27,3","22,725","19,6","94,458",79
16/07/2011,16,7,7,"72,4","27,6","23,208","21,7","94,625",74
17/07/2011,17,1,7,"102,2","26,4","22,767","21,4","93,25",76
18/07/2011,18,2,7,"3,8",28,"23,342",21,"84,417",62
19/07/2011,19,3,7,"6,6",27,"22,954","20,8","88,5",71
20/07/2011,20,4,7,"0,4","27,9","23,517","20,4","83,542",61
21/07/2011,21,5,7,"0,6","28,1","23,65","20,5","84,667",62
22/07/2011,22,6,7,"0,6","27,7","23,588","21,1","89,417",72
23/07/2011,23,7,7,1,"27,6","24,288","21,4","82,5",60
24/07/2011,24,1,7,12,"27,9","24,363","21,6","86,042",70
25/07/2011,25,2,7,0,"27,9","25,163","23,1","80,542",71
26/07/2011,26,3,7,"1,2","27,4","24,133","22,4","79,583",63
27/07/2011,27,4,7,12,27,"23,813","21,2","84,333",72
28/07/2011,28,5,7,"8,6","27,4","23,313","20,8","90,75",72
29/07/2011,29,6,7,4,"28,5","23,85",20,"87,458",69
30/07/2011,30,7,7,"23,2","27,7","23,713","22,1","95,25",80
31/07/2011,31,1,7,"58,2","27,5","24,333","22,8","92,625",79
01/08/2011,1,2,8,"13,4","28,1","24,371","22,3",86,67
02/08/2011,2,3,8,0,"28,5","23,333","19,2","85,917",65
03/08/2011,3,4,8,"0,2","29,4","23,575","18,6","85,917",63
04/08/2011,4,5,8,0,"29,3","24,55","19,9","87,208",69
05/08/2011,5,6,8,0,"29,1","24,613","20,2","87,292",67
06/08/2011,6,7,8,1,"28,5","25,142","21,5","82,917",69
07/08/2011,7,1,8,"0,4",28,"23,538","20,1","87,958",67
08/08/2011,8,2,8,"0,6","27,5","23,492","21,3","90,208",67
09/08/2011,9,3,8,"0,6","27,3","23,413","21,1","88,958",68
10/08/2011,10,4,8,"0,6","28,4","23,583","19,7","83,958",58
11/08/2011,11,5,8,"0,2","28,7","23,467","18,8","87,609",68
12/08/2011,12,6,8,"0,6","28,1","23,764","19,4","84,909",62
13/08/2011,13,7,8,null,"27,1",null,"21,2","91,19",73
14/08/2011,14,1,8,"28,6",27,"23,587","21,4","91,087",73
15/08/2011,15,2,8,"1,2","27,9","23,704","19,3","83,542",62
16/08/2011,16,3,8,"1,4","27,7",null,"20,4","83,762",71
17/08/2011,17,4,8,null,"28,6","24,304","21,6","83,625",62
18/08/2011,18,5,8,"16,2","28,1","23,858","20,7","87,375",70
19/08/2011,19,6,8,"0,2","27,4","22,638","19,3",91,68
20/08/2011,20,7,8,"0,2","28,5","24,522","20,5","83,913",65
21/08/2011,21,1,8,"1,8","28,2","24,058","21,2","90,583",75
22/08/2011,22,2,8,"19,6","26,3","22,925","21,7","98,042",84
23/08/2011,23,3,8,"21,6","28,5","24,471","21,8","88,417",73
24/08/2011,24,4,8,"0,6","28,4","24,896","22,1","82,792",68
25/08/2011,25,5,8,"6,2","27,7","23,379","20,8","93,25",80
26/08/2011,26,6,8,"13,4",28,"24,129",21,"89,625",73
27/08/2011,27,7,8,"4,8","28,2","23,592","19,8","88,684",72
28/08/2011,28,1,8,"2,6","28,5","23,608","20,1","89,833",69
29/08/2011,29,2,8,"16,6","28,5","24,579","21,5","86,708",74
30/08/2011,30,3,8,0,28,"24,829",22,"84,333",65
31/08/2011,31,4,8,"1,6","28,1","24,017","20,4","86,435",70
01/09/2011,1,5,9,0,"28,7","23,792","19,3","86,542",66
02/09/2011,2,6,9,"1,8",29,"23,978",20,"88,174",68
03/09/2011,3,7,9,"0,2","28,7","25,808","23,6","78,083",66
04/09/2011,4,1,9,0,"28,3","25,613",24,"77,458",66
05/09/2011,5,2,9,"1,2","28,3","24,546","21,6","82,792",65
06/09/2011,6,3,9,"0,2","28,2","23,792","18,9","80,417",63
07/09/2011,7,4,9,"1,6","28,4","24,365","20,8","81,348",67
08/09/2011,8,5,9,"0,2","28,6","24,763","21,2","78,208",59
09/09/2011,9,6,9,0,"28,8","24,488","19,5","80,875",60
10/09/2011,10,7,9,0,"29,1","24,567","21,2","86,583",68
11/09/2011,11,1,9,"0,6","29,5","25,65","21,6","83,083",66
12/09/2011,12,2,9,"0,6","28,7","24,771","19,9","81,957",64
13/09/2011,13,3,9,0,"27,9","23,929","20,4","85,625",72
14/09/2011,14,4,9,"3,2","28,6","24,192","21,2","91,773",78
15/09/2011,15,5,9,"3,2","28,6","25,388","22,7","88,826",78
16/09/2011,16,6,9,"0,6","28,7","25,663","23,7","82,875",72
17/09/2011,17,7,9,"4,2","27,8","24,913","22,9","82,167",71
18/09/2011,18,1,9,"0,4","27,5","23,771","20,7","84,042",69
19/09/2011,19,2,9,"8,2","27,5","23,217","19,8","87,182",64
20/09/2011,20,3,9,0,"27,4","23,609","19,8","85,364",73
21/09/2011,21,4,9,"0,8","28,2","23,65","20,4","85,625",68
22/09/2011,22,5,9,0,"28,8","23,626","19,8","90,571",74
23/09/2011,23,6,9,"1,6","28,6","25,167","21,8","89,167",74
24/09/2011,24,7,9,1,"29,3","25,575","22,6","86,167",65
25/09/2011,25,1,9,0,"29,3","24,709","20,2","87,105",70
26/09/2011,26,2,9,2,"27,6","24,879","23,1","92,083",78
27/09/2011,27,3,9,"2,2","28,6","24,929","21,6","92,087",81
28/09/2011,28,4,9,2,"28,8","25,175","21,8","84,667",75
29/09/2011,29,5,9,0,"28,7","25,425","22,8","85,208",70
30/09/2011,30,6,9,0,"28,8","25,008","21,7","86,053",75
01/10/2011,1,7,10,0,"29,7","25,204","20,8","81,857",62
02/10/2011,2,1,10,0,"29,3","25,629","22,5","81,25",65
03/10/2011,3,2,10,"2,2","30,2","25,483","21,4","87,045",74
04/10/2011,4,3,10,0,"29,6","25,732","22,5","87,682",71
05/10/2011,5,4,10,null,"29,5","26,548","24,9","83,739",70
06/10/2011,6,5,10,0,"29,5","26,254","23,6","80,292",61
07/10/2011,7,6,10,0,"29,7","26,204","23,5","75,087",54
08/10/2011,8,7,10,"0,2","29,2","24,771","20,3","82,125",63
09/10/2011,9,1,10,0,"29,1",null,"20,1","88,882",73
10/10/2011,10,2,10,null,"29,9",null,"21,6","87,5",72
11/10/2011,11,3,10,null,30,null,"22,6",86,72
12/10/2011,12,4,10,null,"30,1",null,"22,4","87,353",73
13/10/2011,13,5,10,null,"29,7",null,"22,5","85,4",73
14/10/2011,14,6,10,null,"29,2","24,968","22,1","91,688",80
15/10/2011,15,7,10,0,"28,7","25,554",23,"92,278",83
16/10/2011,16,1,10,"0,6","29,2","26,438","24,4","91,25",80
17/10/2011,17,2,10,"1,6","30,6","25,904","21,7","89,765",80
18/10/2011,18,3,10,0,"29,8","26,954","25,1","87,917",80
19/10/2011,19,4,10,"3,8","28,5","25,667","23,9","97,533",89
20/10/2011,20,5,10,"5,2",30,"26,325","23,5","93,353",81
21/10/2011,21,6,10,"3,2","29,7","25,158","21,8","93,077",82
22/10/2011,22,7,10,0,"29,4","24,663","20,1","92,214",82
23/10/2011,23,1,10,"0,2","30,2","25,729",22,"93,133",79
24/10/2011,24,2,10,"0,2","30,2","26,654","24,1","91,333",80
25/10/2011,25,3,10,0,31,"26,317","22,4","91,455",78
26/10/2011,26,4,10,"0,2","31,4","26,822","22,8","93,267",82
27/10/2011,27,5,10,0,"30,2","26,545","23,1",96,86
28/10/2011,28,6,10,null,"30,3",null,"22,6","99,083",93
29/10/2011,29,7,10,null,"29,9",null,"21,1",null,100
30/10/2011,30,1,10,null,"30,5",null,"21,4",null,null
31/10/2011,31,2,10,"0,4","30,7",null,"22,6",null,98
01/11/2011,1,3,11,null,"30,9",null,"24,1",null,99
02/11/2011,2,4,11,"0,2","31,3","26,245","21,4",null,100
03/11/2011,3,5,11,"14,8","30,6","26,552",23,null,null
04/11/2011,4,6,11,0,"30,4","26,352","21,8",null,null
05/11/2011,5,7,11,9,"29,2","24,963","22,1",null,null
06/11/2011,6,1,11,"2,2","30,5","25,371","21,5",null,null
07/11/2011,7,2,11,0,"30,7","25,261","20,8",null,null
08/11/2011,8,3,11,0,"30,5","26,317","21,6",null,null
09/11/2011,9,4,11,"1,2","30,6","26,058","21,6",null,null
10/11/2011,10,5,11,"0,8","30,2","26,917","24,4",null,null
11/11/2011,11,6,11,"11,4","28,5","25,457","22,6",null,null
12/11/2011,12,7,11,"7,4","29,4","26,117","22,1",null,null
13/11/2011,13,1,11,"4,2","29,5","25,863",22,null,null
14/11/2011,14,2,11,"5,2","29,5","25,983","22,7",null,null
15/11/2011,15,3,11,"4,8","30,3","25,892","23,3",null,null
16/11/2011,16,4,11,"3,8","30,6","25,863","21,5",null,null
17/11/2011,17,5,11,"2,2","31,1","26,35","21,9",null,null
18/11/2011,18,6,11,0,"30,9","26,983","23,5",null,null
19/11/2011,19,7,11,0,"30,6","26,271","21,7",null,null
20/11/2011,20,1,11,0,"30,7","26,75","23,6",null,95
21/11/2011,21,2,11,0,"30,4","26,979","24,7",null,91
22/11/2011,22,3,11,0,"31,1","27,392","25,2","92,833",79
23/11/2011,23,4,11,0,"30,5","27,217","24,9","93,958",85
24/11/2011,24,5,11,0,"30,6","26,913","24,4","93,529",88
25/11/2011,25,6,11,0,"30,7","26,292","22,1","85,5",77
26/11/2011,26,7,11,0,"30,8","25,142","19,1",null,78
27/11/2011,27,1,11,0,"30,8","26,425","22,7",null,95
28/11/2011,28,2,11,"5,2","28,1","25,267","21,9",null,100
29/11/2011,29,3,11,"1,2","30,5","26,8","23,1",null,null
30/11/2011,30,4,11,1,31,"26,833","23,6",null,null
01/12/2011,1,5,12,0,32,"27,063","22,1",null,98
02/12/2011,2,6,12,0,"31,8","27,592","25,6","87,125",79
03/12/2011,3,7,12,"0,2","31,9","26,567",21,null,77
04/12/2011,4,1,12,0,"31,2","27,029","22,1","93,313",85
05/12/2011,5,2,12,"1,6","28,3","24,742","23,2",null,88
06/12/2011,6,3,12,"21,2",30,"25,367","21,3",null,null
07/12/2011,7,4,12,0,"30,6","25,592","20,4",null,null
08/12/2011,8,5,12,0,"30,6","26,908","24,7",null,94
09/12/2011,9,6,12,0,31,"26,167","20,9",null,94
10/12/2011,10,7,12,0,"31,5","27,183","22,5",null,93
11/12/2011,11,1,12,0,"31,9","26,4","21,5",null,94
12/12/2011,12,2,12,0,"32,2","26,808","21,9",null,null
13/12/2011,13,3,12,0,"32,3","27,792","25,2","92,579",82
14/12/2011,14,4,12,0,"31,5","27,538","25,4","74,333",66
15/12/2011,15,5,12,0,"30,7","27,25","24,9","72,042",59
16/12/2011,16,6,12,"1,6",31,"27,263","24,4","72,125",62
17/12/2011,17,7,12,0,"31,1","27,158","23,8","68,333",54
18/12/2011,18,1,12,0,"31,5","25,646","19,8","79,417",60
19/12/2011,19,2,12,1,"30,9","27,325","24,9","76,875",65
20/12/2011,20,3,12,2,"30,8","27,321","24,8","77,917",66
21/12/2011,21,4,12,"0,2","30,8","27,029","23,1","79,292",69
22/12/2011,22,5,12,"2,2","32,2","27,763","24,2","78,417",69
23/12/2011,23,6,12,0,"31,7","27,775","25,9","71,667",59
24/12/2011,24,7,12,"2,4","30,5","26,908","24,4","79,542",67
25/12/2011,25,1,12,"3,6","31,1","27,2","24,2","92,167",79
26/12/2011,26,2,12,0,"30,9","26,6","24,8","82,625",70
27/12/2011,27,3,12,"0,4","31,3","25,538","21,1",null,98
28/12/2011,28,4,12,0,32,"26,325","21,2",null,null
29/12/2011,29,5,12,"8,8",32,"27,263","23,5",null,96
30/12/2011,30,6,12,0,"31,9","27,85","24,6",null,97
31/12/2011,31,7,12,0,"31,8","27,575","25,4","89,208",79
01/01/2012,1,1,1,0,32,"27,333","21,9","78,833",68
02/01/2012,2,2,1,0,"32,9","27,708","22,3",73,61
03/01/2012,3,3,1,0,"32,2","27,463","21,9","71,958",57
04/01/2012,4,4,1,0,"32,1","27,571","23,2","70,5",56
05/01/2012,5,5,1,0,"31,8","26,75","21,4",90,72
06/01/2012,6,6,1,0,"32,6","27,096","21,6","82,238",69
07/01/2012,7,7,1,0,"30,3","26,85","24,2","80,208",66
08/01/2012,8,1,1,2,"30,3","26,471","23,6","90,05",78
09/01/2012,9,2,1,"8,8","31,2","26,775","23,6",null,null
10/01/2012,10,3,1,"6,2","30,4","27,108","23,7",null,null
11/01/2012,11,4,1,"0,2","30,7","26,867",26,"90,1",81
12/01/2012,12,5,1,6,"30,4","26,563","23,4",null,99
13/01/2012,13,6,1,"0,4","31,2","27,075","24,2",null,null
14/01/2012,14,7,1,"0,6","30,1",26,"23,1",null,null
15/01/2012,15,1,1,"8,8","30,4","26,788","24,2",null,null
16/01/2012,16,2,1,"2,4","31,1","25,829","20,9",null,null
17/01/2012,17,3,1,1,"31,1","25,733","21,6",null,null
18/01/2012,18,4,1,"1,2","30,3","26,413","22,6",null,null
19/01/2012,19,5,1,2,"30,4","25,696","22,5",null,null
20/01/2012,20,6,1,"2,2","30,6","24,767","22,6",null,null
21/01/2012,21,7,1,"40,2","28,5","24,279","22,5",null,null
22/01/2012,22,1,1,21,"25,4","23,475","22,5",null,null
23/01/2012,23,2,1,61,"26,9","23,825",22,null,null
24/01/2012,24,3,1,"14,4","30,3","25,154","22,1",null,null
25/01/2012,25,4,1,"1,4","31,3","25,813","21,7",null,null
26/01/2012,26,5,1,0,"30,5","26,088","21,6",null,null
27/01/2012,27,6,1,"5,6","28,9","25,413",22,null,null
28/01/2012,28,7,1,"0,6",31,"26,008","21,1",null,null
29/01/2012,29,1,1,0,"30,5","25,579",22,null,null
30/01/2012,30,2,1,0,"30,7","25,6","22,6",null,null
31/01/2012,31,3,1,"12,8","30,4","26,129","21,9",null,null
01/02/2012,1,4,2,0,"30,1","27,071","24,6",null,null
02/02/2012,2,5,2,0,"29,8","26,829","22,7",null,null
03/02/2012,3,6,2,"0,2",30,"27,113","23,7",null,null
04/02/2012,4,7,2,0,"30,7","26,975","25,6",null,null
05/02/2012,5,1,2,"2,4","30,1","26,113","22,5",null,null
06/02/2012,6,2,2,"4,6","29,9","26,7","24,1",null,null
07/02/2012,7,3,2,"0,4",30,"26,171","22,2",null,null
08/02/2012,8,4,2,"0,2","30,8","25,913","21,7",null,null
09/02/2012,9,5,2,0,"31,6","26,408","21,7",null,null
10/02/2012,10,6,2,0,"30,9","27,421","24,3",null,null
11/02/2012,11,7,2,0,"30,9","27,008","24,8",null,null
12/02/2012,12,1,2,0,30,"26,317","22,5",null,null
13/02/2012,13,2,2,0,"30,8","26,663","22,2",null,null
14/02/2012,14,3,2,"0,2","30,8","27,154","24,8",null,null
15/02/2012,15,4,2,"1,2","30,3","26,554","22,7",null,null
16/02/2012,16,5,2,0,"29,7","26,608",23,null,64
17/02/2012,17,6,2,"13,4","26,8","24,1","22,8","91,217",70
18/02/2012,18,7,2,"70,2","28,9","24,688","23,2","91,5",72
19/02/2012,19,1,2,"32,4","29,8","26,746","23,7","78,208",63
20/02/2012,20,2,2,"4,8",30,"26,513",24,"78,292",61
21/02/2012,21,3,2,"1,8","30,1","25,704","22,8","82,042",60
22/02/2012,22,4,2,"7,8",30,"26,621","23,8","76,958",61
23/02/2012,23,5,2,"0,4",30,"25,838","21,3","77,417",57
24/02/2012,24,6,2,"21,4","30,2","25,813","22,5","78,25",58
25/02/2012,25,7,2,2,"30,3","25,792","21,8","75,583",50
26/02/2012,26,1,2,0,"30,1","25,554","21,2","81,583",61
27/02/2012,27,2,2,"3,2","30,9","26,658","23,4","76,667",58
28/02/2012,28,3,2,0,"30,3","26,783","23,4","71,667",52
29/02/2012,29,4,2,0,"29,9","26,438","22,7","72,083",51
01/03/2012,1,5,3,null,null,null,"24,3",67,54
02/03/2012,2,6,3,null,null,null,null,"64,833",47
03/03/2012,3,7,3,0,"30,6","25,383","20,8","76,167",46
04/03/2012,4,1,3,0,"30,8","25,692","21,3","80,083",53
05/03/2012,5,2,3,"1,4","30,7","25,9","22,1","81,833",55
